"EXPLANATION_ID","ALERT_ID","TRANSACTION_ID","COMPANY_ID","EXPLANATION_TYPE","EXPLANATION_TEXT","CONFIDENCE_SCORE","INPUT_CONTEXT","MODEL_VERSION","USER_RATING","USER_FEEDBACK","GENERATED_AT"
20368,15368,32451,3436,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.7778,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20369,15369,27839,3703,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.8226,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20370,15370,102174,2795,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.8732,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20371,15371,54603,3275,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7926,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20372,15372,53405,4596,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.9199,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20373,15373,122016,4144,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 15), moderate behavioral pattern (score: 13), elevated geography (score: 98).",0.9167,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20374,15374,116677,4825,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8873,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20375,15375,107155,4563,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9415,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20376,15376,6359,3509,RISK_DRIVER,"Key risk factors: Pattern match confidence 98% (score: 82), high amount profile (score: 63), moderate counterparty risk (score: 23).",0.8023,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20377,15377,21255,3077,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8195,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20378,15378,96117,4738,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8729,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20379,15379,55485,3702,RISK_DRIVER,"Key risk factors: Counterparty risk score 79, active sanctions match, elevated destination jurisdiction (score: 92), EXPIRED KYC status.",0.7605,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20380,15380,40231,887,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.8x above the company's historical monthly average.,0.8773,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20381,15381,36829,2942,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.9671,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20382,15382,19163,1650,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9497,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20383,15383,96428,3482,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 95), no sanctions exposure, moderate transaction size (score: 44), cross-border routing.",0.7736,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20384,15384,34156,2451,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.8820,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20385,15385,3891,467,RISK_DRIVER,"Key risk factors: Pattern match confidence 2% (score: 2), high amount profile (score: 56), moderate counterparty risk (score: 12).",0.8601,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20386,15386,1346,4074,RISK_DRIVER,"Key risk factors: Amount 1.9x above baseline average (score: 56), moderate geographic exposure (score: 14), normal transaction frequency (score: 18).",0.7924,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20387,15387,90104,935,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.8081,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20388,15388,55213,4594,RISK_DRIVER,"Key risk factors: Counterparty risk score 12, no sanctions match, elevated destination jurisdiction (score: 95), VERIFIED KYC status.",0.7762,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20389,15389,115978,1941,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.8422,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20390,15390,22837,3435,ALERT_SUMMARY,"Abnormal transaction velocity detected: 15 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.8827,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20391,15391,51434,398,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7623,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20392,15392,56637,489,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9366,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20393,15393,70992,4147,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 29), no sanctions exposure, high transaction size (score: 65), cross-border routing.",0.7696,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20394,15394,136371,2598,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.7772,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20395,15395,49749,1983,RISK_DRIVER,"Key risk factors: Transaction velocity 1.0x above daily baseline (score: 16), moderate behavioral pattern (score: 11), elevated geography (score: 91).",0.8895,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20396,15396,96042,449,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.8019,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20397,15397,132080,1818,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.8375,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20398,15398,143120,4397,RISK_DRIVER,"Key risk factors: Counterparty risk score 29, no sanctions match, moderate destination jurisdiction (score: 21), VERIFIED KYC status.",0.8184,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20399,15399,14276,4502,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.9777,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20400,15400,52957,1490,RISK_DRIVER,"Key risk factors: Counterparty risk score 18, no sanctions match, elevated destination jurisdiction (score: 60), VERIFIED KYC status.",0.8808,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20401,15401,51064,1512,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.8902,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20402,15402,15569,2448,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.7728,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20403,15403,130995,1896,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8939,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20404,15404,35360,4551,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 12), no sanctions exposure, high transaction size (score: 56), cross-border routing.",0.9019,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20405,15405,45887,1007,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8052,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20406,15406,60617,1577,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.7673,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20407,15407,91235,4115,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8440,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20408,15408,26624,1971,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8866,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20409,15409,133232,4644,RISK_DRIVER,"Key risk factors: Transaction velocity 1.2x above daily baseline (score: 1), moderate behavioral pattern (score: 4), elevated geography (score: 82).",0.7575,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20410,15410,61217,3821,RISK_DRIVER,"Key risk factors: Counterparty risk score 25, no sanctions match, moderate destination jurisdiction (score: 11), VERIFIED KYC status.",0.9126,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20411,15411,7039,4665,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.9477,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20412,15412,51353,1645,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9081,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20413,15413,79693,2298,RISK_DRIVER,"Key risk factors: Transaction velocity 0.8x above daily baseline (score: 6), anomalous behavioral pattern (score: 85), moderate geography (score: 15).",0.9312,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20414,15414,5440,1331,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8857,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20415,15415,5925,2207,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8478,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20416,15416,146464,1970,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8017,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20417,15417,146861,2893,ALERT_SUMMARY,Minor pattern deviation noted. Transaction subtype and beneficiary combination is atypical for this company segment.,0.9589,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20418,15418,136112,4909,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.7664,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20419,15419,135785,769,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9323,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20420,15420,138108,3697,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.9223,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20421,15421,62503,3615,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9619,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20422,15422,5939,4203,RISK_DRIVER,"Key risk factors: Transaction velocity 2.0x above daily baseline (score: 8), moderate behavioral pattern (score: 7), moderate geography (score: 36).",0.7786,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20423,15423,24320,2024,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8199,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20424,15424,5259,4046,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 36), no sanctions exposure, moderate transaction size (score: 50), cross-border routing.",0.9668,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20425,15425,139348,1381,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8742,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20426,15426,118311,3545,RISK_DRIVER,"Key risk factors: Amount 1.9x above baseline average (score: 57), elevated geographic exposure (score: 72), normal transaction frequency (score: 7).",0.7685,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20427,15427,129168,3912,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9546,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20428,15428,33391,4842,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8241,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20429,15429,126406,411,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 61), no sanctions exposure, high transaction size (score: 54), cross-border routing.",0.7559,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20430,15430,10131,2841,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9712,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20431,15431,106568,2276,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8850,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20432,15432,115897,4367,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.9799,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20433,15433,134718,893,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9389,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20434,15434,141727,2995,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7593,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20435,15435,46882,676,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8582,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20436,15436,20003,4550,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8517,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20437,15437,105588,1554,RISK_DRIVER,"Key risk factors: Transaction velocity 2.5x above daily baseline (score: 18), moderate behavioral pattern (score: 2), moderate geography (score: 25).",0.7917,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20438,15438,81360,2929,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8503,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20439,15439,90923,1975,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 21), no sanctions exposure, high transaction size (score: 66), cross-border routing.",0.9729,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20440,15440,117839,3228,RISK_DRIVER,"Key risk factors: Amount 2.0x above baseline average (score: 60), elevated geographic exposure (score: 72), normal transaction frequency (score: 9).",0.8300,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20441,15441,144023,1658,RISK_DRIVER,"Key risk factors: Amount 1.7x above baseline average (score: 50), moderate geographic exposure (score: 47), normal transaction frequency (score: 27).",0.8238,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20442,15442,57256,629,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.9473,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20443,15443,122228,3926,RISK_DRIVER,"Key risk factors: Pattern match confidence 18% (score: 15), high amount profile (score: 68), moderate counterparty risk (score: 25).",0.8447,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20444,15444,13887,1298,RISK_DRIVER,"Key risk factors: Counterparty risk score 17, no sanctions match, moderate destination jurisdiction (score: 29), VERIFIED KYC status.",0.8163,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20445,15445,81826,2739,RISK_DRIVER,"Key risk factors: Transaction velocity 2.3x above daily baseline (score: 19), moderate behavioral pattern (score: 0), moderate geography (score: 36).",0.9371,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20446,15446,5819,4372,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7584,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20447,15447,69532,1611,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8223,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20448,15448,29867,34,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 23), no sanctions exposure, high transaction size (score: 65), cross-border routing.",0.7767,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20449,15449,26543,509,RISK_DRIVER,"Key risk factors: Amount 1.9x above baseline average (score: 57), moderate geographic exposure (score: 17), elevated transaction frequency (score: 74).",0.9489,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20450,15450,62706,3483,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9013,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20451,15451,8435,1579,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8563,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20452,15452,129913,3365,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.7931,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20453,15453,117953,3842,RISK_DRIVER,"Key risk factors: Amount 2.1x above baseline average (score: 63), moderate geographic exposure (score: 22), normal transaction frequency (score: 3).",0.8932,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20454,15454,129929,236,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 64), no sanctions exposure, high transaction size (score: 93), cross-border routing.",0.8938,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20455,15455,85940,3776,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.7968,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20456,15456,15171,3913,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.7801,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20457,15457,31127,1404,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 18), no sanctions exposure, moderate transaction size (score: 44), cross-border routing.",0.8508,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20458,15458,12708,2984,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8615,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20459,15459,85825,2882,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.9738,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20460,15460,21114,701,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9338,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20461,15461,126478,1763,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.7864,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20462,15462,140982,2498,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7531,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20463,15463,38303,2275,RISK_DRIVER,"Key risk factors: Amount 2.1x above baseline average (score: 64), elevated geographic exposure (score: 81), normal transaction frequency (score: 4).",0.7714,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20464,15464,67462,2719,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.7x above the company's historical monthly average.,0.8561,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20465,15465,81217,4611,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.8990,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20466,15466,58248,2043,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8646,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20467,15467,75345,3788,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8171,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20468,15468,116769,3249,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8129,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20469,15469,113382,3620,RISK_DRIVER,"Key risk factors: Amount 1.6x above baseline average (score: 48), moderate geographic exposure (score: 17), normal transaction frequency (score: 12).",0.9755,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20470,15470,133011,937,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8551,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20471,15471,107127,703,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.8382,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20472,15472,37186,2657,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.8669,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20473,15473,48365,3148,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.9487,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20474,15474,94023,3159,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 60), no sanctions exposure, high transaction size (score: 69), cross-border routing.",0.9277,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20475,15475,88084,4917,RISK_DRIVER,"Key risk factors: Counterparty risk score 15, no sanctions match, moderate destination jurisdiction (score: 13), VERIFIED KYC status.",0.8282,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20476,15476,4826,3592,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8114,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20477,15477,36326,2034,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.8151,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20478,15478,353,2680,RISK_DRIVER,"Key risk factors: Counterparty risk score 22, no sanctions match, elevated destination jurisdiction (score: 90), VERIFIED KYC status.",0.9426,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20479,15479,139307,2616,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9797,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20480,15480,127404,1186,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 82), no sanctions exposure, high transaction size (score: 79), cross-border routing.",0.9490,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20481,15481,108730,3746,RISK_DRIVER,"Key risk factors: Pattern match confidence 97% (score: 81), high amount profile (score: 57), elevated counterparty risk (score: 57).",0.8739,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20482,15482,57461,3643,RISK_DRIVER,"Key risk factors: Pattern match confidence 6% (score: 5), high amount profile (score: 52), moderate counterparty risk (score: 12).",0.8265,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20483,15483,99458,4528,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8368,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20484,15484,75040,1546,RISK_DRIVER,"Key risk factors: Amount 2.6x above baseline average (score: 79), moderate geographic exposure (score: 29), normal transaction frequency (score: 17).",0.9500,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20485,15485,34482,1855,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8049,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20486,15486,141896,2018,RISK_DRIVER,"Key risk factors: Amount 1.8x above baseline average (score: 54), elevated geographic exposure (score: 72), normal transaction frequency (score: 6).",0.8037,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20487,15487,89235,2013,RISK_DRIVER,"Key risk factors: Counterparty risk score 23, no sanctions match, elevated destination jurisdiction (score: 74), VERIFIED KYC status.",0.7600,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20488,15488,143297,1787,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8588,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20489,15489,18280,340,RISK_DRIVER,"Key risk factors: Counterparty risk score 25, no sanctions match, elevated destination jurisdiction (score: 75), VERIFIED KYC status.",0.8388,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20490,15490,91590,1380,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9323,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20491,15491,142743,284,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9756,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20492,15492,88704,383,RISK_DRIVER,"Key risk factors: Counterparty risk score 41, no sanctions match, elevated destination jurisdiction (score: 78), VERIFIED KYC status.",0.9719,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20493,15493,99911,2684,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.8655,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20494,15494,101441,3539,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8264,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20495,15495,125508,3496,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.9511,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20496,15496,71052,3275,RISK_DRIVER,"Key risk factors: Counterparty risk score 39, no sanctions match, elevated destination jurisdiction (score: 58), VERIFIED KYC status.",0.7729,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20497,15497,35897,1888,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 25), no sanctions exposure, high transaction size (score: 86), cross-border routing.",0.7535,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20498,15498,41897,4522,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.8443,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20499,15499,83736,2035,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.9731,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
20500,15500,13862,3072,ALERT_SUMMARY,Transaction destination country carries medium geographic risk. Standard enhanced monitoring applied.,0.8580,{},v1.0.0,,[NULL],2026-06-24 08:19:15.307
